,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
1429,Cyle Larin,184,294,62.6,2419,410,107,149,71.8,51,79,64.6,10,16,62.5,2,1.4,0.5,11,8,1
1430,Yasser Larouci,131,185,70.8,1969,714,76,89,85.4,45,59,76.3,6,17,35.3,0,0.3,0.1,2,11,0
1431,Hugo Larsson,835,965,86.5,13897,3346,376,419,89.7,379,417,90.9,54,76,71.1,1,1.4,1.5,10,52,8
1432,Jamaal Lascelles,669,774,86.4,11616,3694,252,275,91.6,383,421,91.0,29,61,47.5,0,0.1,0.1,2,38,1
1433,Juanmi Latasa,192,368,52.2,2382,380,121,209,57.9,46,97,47.4,7,18,38.9,0,1.5,1.4,19,13,8
1434,Toni Lato,595,788,75.5,9743,3108,309,352,87.8,233,306,76.1,42,87,48.3,1,1.3,1.3,10,26,14
1435,Armand Lauriente,628,908,69.2,9577,3171,363,434,83.6,198,292,67.8,41,112,36.6,4,4.0,3.9,47,49,36
1436,Roméo Lavia,22,27,81.5,350,51,9,10,90.0,13,14,92.9,0,1,0.0,0,0.0,0.0,0,4,0
1437,Lázaro,69,100,69.0,1137,308,35,47,74.5,24,29,82.8,6,13,46.2,0,0.5,0.3,6,4,1
1438,Valentino Lazaro,839,1106,75.9,13621,4761,425,467,91.0,323,426,75.8,63,143,44.1,4,2.9,2.9,34,64,32
1439,Darko Lazović,431,671,64.2,7287,2845,218,265,82.3,155,233,66.5,49,116,42.2,2,4.4,3.5,31,51,21
1440,Manuel Lazzari,826,975,84.7,12173,3791,456,490,93.1,316,370,85.4,30,60,50.0,2,1.3,1.3,9,57,12
1441,Théo Le Bris,531,680,78.1,7815,2186,305,360,84.7,195,243,80.2,16,34,47.1,2,1.6,1.1,13,21,18
1442,Julien Le Cardinal,212,258,82.2,4339,1880,68,80,85.0,92,107,86.0,44,58,75.9,0,0.1,0.1,2,18,0
1443,Julien Le Cardinal,23,32,71.9,435,201,6,8,75.0,12,15,80.0,4,7,57.1,0,0.0,0.0,0,2,0
1444,Jérémy Le Douaron,252,387,65.1,3702,739,145,196,74.0,73,105,69.5,18,37,48.6,0,1.0,1.5,10,11,8
1445,Enzo Le Fée,897,1043,86.0,14631,4647,440,494,89.1,344,389,88.4,72,101,71.3,1,1.8,2.5,28,112,26
1446,Vincent Le Goff,252,322,78.3,3932,1509,135,152,88.8,92,118,78.0,18,37,48.6,1,0.9,0.9,9,17,4
1447,Robin Le Normand,1562,1765,88.5,31232,8514,479,524,91.4,886,955,92.8,186,249,74.7,0,0.1,0.8,3,94,0
1448,Nicola Leali,40,72,55.6,1453,1302,3,3,100.0,15,15,100.0,21,53,39.6,0,0.0,0.0,0,4,0
1449,Rafael Leão,760,1032,73.6,12177,3205,399,487,81.9,286,370,77.3,57,101,56.4,9,9.1,8.1,59,65,62
1450,Adrien Lebeau,19,29,65.5,284,93,10,13,76.9,7,8,87.5,1,4,25.0,1,0.5,0.3,4,2,0
1451,Jean-Louis Leca,16,26,61.5,315,199,4,5,80.0,10,10,100.0,2,11,18.2,0,0.0,0.0,0,0,0
1452,Benjamin Lecomte,670,1006,66.6,19197,14917,102,104,98.1,303,312,97.1,260,580,44.8,1,0.5,0.1,2,10,0
1453,Jeremías Ledesma,689,1186,58.1,26714,23314,77,79,97.5,245,248,98.8,367,850,43.2,0,0.1,0.2,1,58,0
1454,Pierre Lees-Melou,1425,1673,85.2,28610,9103,519,584,88.9,619,692,89.5,246,327,75.2,0,2.4,3.0,27,152,22
1455,Diogo Leite,1263,1581,79.9,23047,9175,511,569,89.8,596,687,86.8,126,249,50.6,0,0.2,0.7,6,113,3
1456,Maxim Leitsch,133,171,77.8,2803,1006,35,51,68.6,79,92,85.9,17,24,70.8,0,0.0,0.1,0,7,1
1457,Florian Lejeune,1636,2031,80.6,35738,16035,430,489,87.9,927,997,93.0,262,494,53.0,1,0.7,0.8,9,137,5
1458,Stefan Lekovic,12,14,85.7,210,29,7,8,87.5,3,4,75.0,2,2,100.0,0,0.0,0.0,0,0,0
1459,Iñigo Lekue,1012,1273,79.5,17290,6247,440,499,88.2,489,577,84.7,69,143,48.3,2,1.1,0.9,17,86,16
1460,Thomas Lemar,71,84,84.5,1019,285,41,46,89.1,25,29,86.2,2,6,33.3,0,0.0,0.1,1,10,1
1461,Mario Lemina,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63.0,1,1.5,1.3,20,65,8
1462,Álvaro Lemos,145,185,78.4,2198,488,89,95,93.7,46,60,76.7,9,23,39.1,0,0.0,0.1,0,12,2
1463,Ruben Lendinez,6,6,100.0,90,11,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0
1464,Clément Lenglet,822,918,89.5,15524,5173,302,319,94.7,431,457,94.3,82,127,64.6,1,0.8,0.5,2,34,3
1465,Bernd Leno,1250,1577,79.3,29886,18166,266,268,99.3,746,750,99.5,235,551,42.6,0,0.0,0.0,0,23,0
1466,Christopher Lenz,38,49,77.6,600,211,15,16,93.8,21,23,91.3,0,6,0.0,0,0.1,0.1,1,3,0
1467,Christopher Lenz,5,9,55.6,117,53,0,0,,4,4,100.0,1,4,25.0,0,0.0,0.0,0,1,0
1468,Johann Lepenant,165,186,88.7,2972,734,69,75,92.0,75,84,89.3,15,18,83.3,0,0.1,0.1,3,22,0
1469,Jefferson Lerma,1018,1250,81.4,15825,5095,554,625,88.6,371,448,82.8,65,114,57.0,1,2.2,2.0,24,109,20
1470,Léo Leroy,132,184,71.7,2315,933,60,79,75.9,52,66,78.8,16,25,64.0,1,0.7,0.1,4,12,2
1471,Robert Lewandowski,416,592,70.3,5780,1192,248,311,79.7,120,168,71.4,21,35,60.0,8,4.9,3.6,27,27,25
1472,Jamie Leweling,470,599,78.5,6491,1524,291,337,86.4,136,175,77.7,21,41,51.2,4,3.2,3.1,23,19,18
1473,Rico Lewis,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60.0,0,1.1,1.2,13,29,9
1474,Keane Lewis-Potter,289,415,69.6,4218,969,169,206,82.0,89,119,74.8,19,56,33.9,1,1.7,2.0,13,11,14
1475,Philipp Lienhart,814,982,82.9,16894,6421,236,268,88.1,465,501,92.8,111,199,55.8,0,1.1,0.6,3,51,5
1476,Matthijs de Ligt,1120,1193,93.9,21822,7091,313,330,94.8,709,730,97.1,93,121,76.9,0,0.1,0.6,3,109,1
1477,Victor Lindelöf,826,927,89.1,13195,3696,398,435,91.5,355,385,92.2,48,70,68.6,1,0.3,0.4,8,62,3
1478,Jesper Lindstrøm,188,229,82.1,2592,472,119,128,93.0,42,53,79.2,13,18,72.2,0,1.0,0.9,13,9,6
1479,Jesper Lindstrøm,24,32,75.0,384,27,10,13,76.9,13,15,86.7,0,0,,0,0.0,0.0,0,0,1
1480,Karol Linetty,755,884,85.4,12771,3517,367,412,89.1,308,343,89.8,62,84,73.8,0,0.8,0.7,15,79,6
1481,Samuel Lino,816,1015,80.4,11390,2608,516,582,88.7,230,279,82.4,39,66,59.1,5,4.7,3.5,34,36,38
1482,Luca Lipani,123,160,76.9,2084,785,56,63,88.9,49,67,73.1,11,20,55.0,0,0.2,0.1,3,22,2
1483,Pol Lirola,556,722,77.0,9018,3289,302,341,88.6,194,248,78.2,47,89,52.8,1,1.1,1.0,13,37,14
1484,Marcin Listkowski,3,3,100.0,36,4,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0
1485,Valentino Livramento,689,802,85.9,10004,2947,421,457,92.1,223,257,86.8,27,53,50.9,0,0.8,0.8,12,58,16
1486,Dejan Ljubicic,670,843,79.5,10615,2716,348,400,87.0,250,307,81.4,51,79,64.6,2,3.0,2.0,28,54,20
1487,Javier Llabrés,64,97,66.0,1083,216,29,35,82.9,25,37,67.6,7,15,46.7,0,0.3,0.3,5,2,2
1488,Diego Llorente,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,66.7,1,0.6,0.2,4,71,1
1489,Marcos Llorente,974,1219,79.9,13597,3643,592,654,90.5,299,371,80.6,37,73,50.7,4,5.6,4.5,26,60,36
1490,Gautier Lloris,1194,1398,85.4,21169,7934,461,517,89.2,623,676,92.2,80,161,49.7,0,0.2,0.4,3,80,3
1491,Abou Lô,65,74,87.8,1319,446,20,21,95.2,39,42,92.9,6,9,66.7,0,0.3,0.0,2,6,1
1492,Giovani Lo Celso,449,503,89.3,6799,2073,244,260,93.8,153,165,92.7,33,45,73.3,2,1.9,1.9,18,44,14
1493,Stanislav Lobotka,2081,2278,91.4,34504,8906,999,1071,93.3,885,945,93.7,152,192,79.2,1,1.3,1.6,23,212,22
1494,Manuel Locatelli,1703,1988,85.7,34595,11134,578,638,90.6,848,926,91.6,259,363,71.3,4,1.4,2.4,26,229,30
1495,Bradley Locko,1544,1852,83.4,25861,8098,760,863,88.1,607,701,86.6,127,205,62.0,3,1.6,1.9,24,109,37
1496,Tom Lockyer,301,422,71.3,6628,3120,81,104,77.9,158,189,83.6,57,113,50.4,1,0.6,0.3,3,37,4
1497,Renan Lodi,579,748,77.4,9900,2568,252,283,89.0,264,325,81.2,47,95,49.5,0,1.3,1.3,14,37,11
1498,Ruben Loftus-Cheek,619,733,84.4,8563,1765,380,420,90.5,185,221,83.7,25,36,69.4,1,2.4,2.0,25,50,12
1499,Andy Logbo,31,40,77.5,349,37,18,23,78.3,7,10,70.0,1,2,50.0,0,0.1,0.2,3,2,0
1500,Enzo Loiodice,935,1129,82.8,13041,2865,569,635,89.6,277,323,85.8,40,74,54.1,1,1.3,1.8,19,81,7
1501,Sean Longstaff,991,1241,79.9,15314,4980,551,636,86.6,351,430,81.6,62,99,62.6,2,2.3,3.0,20,82,26
1502,Ademola Lookman,635,838,75.8,9115,2499,376,441,85.3,201,247,81.4,29,74,39.2,7,5.2,4.8,50,46,32
1503,Noah Loosli,81,127,63.8,1325,512,39,48,81.3,34,49,69.4,7,23,30.4,0,0.0,0.0,0,4,1
1504,Anthony Lopes,773,1035,74.7,20175,14006,146,146,100.0,392,398,98.5,231,487,47.4,0,0.3,0.2,1,9,1
1505,David López,1468,1582,92.8,26089,8718,520,551,94.4,849,882,96.3,76,115,66.1,0,0.2,0.4,4,48,1
1506,Diego López,512,791,64.7,7299,1914,304,412,73.8,148,223,66.4,29,59,49.2,6,5.4,2.4,39,35,21
1507,Fermin López,522,631,82.7,7613,1710,321,349,92.0,138,172,80.2,38,54,70.4,0,1.1,1.3,18,53,16
1508,Javi López,775,1129,68.6,13424,5698,391,458,85.4,282,395,71.4,84,204,41.2,3,3.0,2.5,14,63,21
1509,Maxime Lopez,595,673,88.4,10449,3090,239,255,93.7,299,331,90.3,43,66,65.2,0,0.6,0.6,7,67,5
1510,Maxime Lopez,124,136,91.2,2097,777,46,48,95.8,61,64,95.3,9,15,60.0,0,0.2,0.2,3,23,2
1511,Pau López,924,1195,77.3,21981,14438,212,213,99.5,499,506,98.6,202,462,43.7,0,0.5,0.1,2,19,2
1512,Unai López,1184,1462,81.0,21271,6407,547,585,93.5,473,552,85.7,133,254,52.4,2,2.5,2.7,31,113,26
1513,Dion Lopy,745,882,84.5,14551,3507,276,316,87.3,340,384,88.5,110,137,80.3,0,1.2,0.7,13,81,8
1514,Anthony Losilla,649,896,72.4,9788,3147,330,434,76.0,257,342,75.1,30,50,60.0,2,1.5,1.0,19,69,10
1515,Jordan Lotomba,834,994,83.9,11866,3883,473,541,87.4,297,345,86.1,21,43,48.8,0,1.1,1.3,12,36,14
1516,Tom Louchet,195,257,75.9,2973,772,102,119,85.7,72,87,82.8,13,33,39.4,1,0.7,0.7,7,9,5
1517,Imran Louza,465,583,79.8,8875,3020,177,202,87.6,217,252,86.1,62,107,57.9,3,2.5,2.4,25,65,15
1518,Matteo Lovato,243,272,89.3,4102,968,95,106,89.6,135,147,91.8,7,11,63.6,0,0.0,0.0,0,6,0
1519,Matteo Lovato,323,400,80.8,5859,2412,120,136,88.2,172,200,86.0,25,46,54.3,0,0.2,0.2,3,25,2
1520,Dejan Lovren,371,440,84.3,7463,2174,104,127,81.9,215,232,92.7,42,66,63.6,0,0.0,0.1,1,24,0
1521,Sandi Lovrić,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3.0,43,65,12
1522,Max Lowe,84,130,64.6,1242,436,53,71,74.6,25,42,59.5,6,12,50.0,0,0.7,0.1,2,6,3
1523,Anthony Lozano,10,16,62.5,128,43,6,8,75.0,2,4,50.0,1,1,100.0,0,0.3,0.2,1,1,1
1524,Anthony Lozano,98,136,72.1,1362,383,48,61,78.7,36,43,83.7,4,7,57.1,0,0.7,0.2,7,12,1
1525,Lucas,595,807,73.7,9653,3843,311,351,88.6,221,298,74.2,49,115,42.6,0,1.9,2.0,22,33,21
1526,Lorenzo Lucca,271,454,59.7,3830,448,139,220,63.2,93,149,62.4,15,21,71.4,4,1.6,0.6,20,14,5
1527,Jhon Lucumí,1734,1857,93.4,31124,9471,711,748,95.1,845,865,97.7,152,196,77.6,0,0.3,0.4,4,105,5
1528,José Luis Gayà,801,1062,75.4,14090,4670,376,425,88.5,343,434,79.0,71,153,46.4,2,2.6,2.5,25,50,22
1529,José Luis Morales,154,214,72.0,2424,530,93,111,83.8,47,69,68.1,12,17,70.6,0,0.6,0.8,4,10,3
1530,José Luis Palomino,25,32,78.1,513,194,8,10,80.0,12,14,85.7,4,7,57.1,0,0.0,0.0,0,2,0
1531,Douglas Luiz,1800,2101,85.7,31199,7807,812,871,93.2,775,870,89.1,167,276,60.5,5,5.4,5.3,53,137,39
1532,Romelu Lukaku,438,621,70.5,5515,781,271,351,77.2,114,155,73.5,11,25,44.0,3,2.4,1.5,29,23,13
1533,Castello Lukeba,1726,1885,91.6,30847,11113,636,673,94.5,982,1022,96.1,98,162,60.5,0,0.1,0.8,4,107,8
1534,Dodi Lukebakio,269,351,76.6,4081,574,153,173,88.4,80,100,80.0,23,40,57.5,1,0.7,1.1,13,8,10
1535,Saša Lukić,428,496,86.3,6753,1796,204,229,89.1,193,210,91.9,20,29,69.0,0,0.8,0.5,11,31,5
1536,Karlo Lulić,8,12,66.7,106,28,5,6,83.3,3,6,50.0,0,0,,0,0.0,0.0,0,1,0
1537,Andriy Lunin,580,666,87.1,12727,7874,147,148,99.3,330,335,98.5,100,176,56.8,0,0.3,0.0,1,6,0
1538,Sebastiano Luperto,1455,1785,81.5,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,1,1.0,0.9,11,89,4
1539,Mateus Lusuardi,134,154,87.0,2107,820,71,74,95.9,58,65,89.2,4,12,33.3,0,0.0,0.0,0,11,0
1540,Andreas Luthe,25,49,51.0,1237,1147,0,0,,2,3,66.7,23,46,50.0,0,0.0,0.0,0,8,0
1541,Zito Luvumbo,246,388,63.4,3858,869,122,151,80.8,98,147,66.7,14,41,34.1,5,3.1,2.7,26,11,21
1542,Charalambos Lykogiannis,451,594,75.9,7235,2374,240,272,88.2,182,225,80.9,25,71,35.2,1,1.6,0.9,9,29,10
1543,Senne Lynen,746,903,82.6,13189,3571,321,370,86.8,334,394,84.8,76,109,69.7,3,1.8,1.2,15,67,7
1544,Joshua M'Bahia,12,15,80.0,165,39,5,6,83.3,6,8,75.0,0,0,,0,0.0,0.0,1,0,0
1545,Othmane Maamma,25,32,78.1,394,47,16,18,88.9,8,11,72.7,1,2,50.0,0,0.5,0.1,3,1,1
1546,Ian Maatsen,97,138,70.3,1316,400,60,73,82.2,26,46,56.5,4,8,50.0,0,0.1,0.2,2,6,2
1547,Ian Maatsen,928,1060,87.5,14738,4217,508,544,93.4,320,360,88.9,65,93,69.9,2,1.4,1.7,8,70,18
1548,Alexis Mac Allister,1704,1967,86.6,26565,7659,884,970,91.1,656,722,90.9,100,161,62.1,5,3.6,4.9,47,162,41
1549,Deiver Machado,383,488,78.5,5645,1674,218,247,88.3,138,170,81.2,13,37,35.1,0,1.3,1.1,13,27,11
1550,Darwin Machís,177,290,61.0,3220,1011,85,101,84.2,66,103,64.1,22,60,36.7,0,0.7,1.1,11,12,7
1551,James Maddison,1210,1500,80.7,19513,6251,631,684,92.3,457,557,82.0,94,180,52.2,9,5.9,6.3,67,130,59
1552,Noni Madueke,412,486,84.8,5511,1281,268,294,91.2,115,136,84.6,13,20,65.0,2,2.6,2.0,20,23,13
1553,Pablo Maffeo,374,603,62.0,6550,2806,172,207,83.1,155,233,66.5,38,116,32.8,2,0.9,0.9,11,32,9
1554,Gabriel Magalhães,1914,2157,88.7,32123,10388,841,885,95.0,942,1013,93.0,108,199,54.3,0,0.7,0.7,3,143,9
1555,Soungoutou Magassa,871,998,87.3,16582,5928,300,331,90.6,470,511,92.0,87,129,67.4,0,0.1,0.5,2,86,2
1556,Giulio Maggiore,619,797,77.7,10161,3055,298,353,84.4,250,298,83.9,50,86,58.1,2,1.1,0.8,11,58,4
1557,Matej Maglica,759,999,76.0,15428,5811,237,265,89.4,409,475,86.1,105,224,46.9,0,0.7,1.0,9,60,5
1558,Giangiacomo Magnani,785,994,79.0,17901,6086,187,223,83.9,454,513,88.5,138,233,59.2,0,0.2,0.5,6,76,2
1559,Hugo Magnetti,1008,1143,88.2,16762,3382,435,491,88.6,464,499,93.0,64,87,73.6,0,1.8,2.5,24,92,13
1560,Yohann Magnin,698,836,83.5,12081,2932,313,368,85.1,290,333,87.1,72,95,75.8,0,0.7,1.1,9,59,7
1561,Frank Magri,231,333,69.4,3287,906,126,164,76.8,86,124,69.4,4,12,33.3,2,1.6,1.1,14,21,13
1562,Harry Maguire,917,1103,83.1,16999,6419,382,423,90.3,412,472,87.3,102,176,58.0,2,1.2,0.9,6,78,6
1563,Jon Magunacelaya,30,45,66.7,391,61,17,24,70.8,10,15,66.7,0,0,,0,0.5,0.3,1,1,0
1564,Adel Mahamoud,2,4,50.0,32,18,0,2,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0
1565,Arne Maier,449,593,75.7,8314,2523,183,212,86.3,182,227,80.2,68,115,59.1,4,2.3,2.8,28,49,27
1566,Habib Maïga,47,63,74.6,726,215,18,22,81.8,22,29,75.9,3,6,50.0,0,0.0,0.0,0,3,0
1567,Mike Maignan,1033,1228,84.1,25589,17105,217,218,99.5,562,567,99.1,249,425,58.6,1,0.3,0.1,3,18,1
1568,Linton Maina,484,661,73.2,6983,1773,295,343,86.0,161,209,77.0,21,46,45.7,3,3.1,3.3,20,28,16
1569,Patrick Mainka,1289,1555,82.9,25821,10674,384,448,85.7,742,831,89.3,151,231,65.4,0,0.1,0.6,3,77,2
1570,Kobbie Mainoo,748,868,86.2,10519,2654,439,486,90.3,237,266,89.1,31,51,60.8,1,0.7,1.6,15,47,9
1571,Ainsley Maitland-Niles,663,796,83.3,10343,3289,350,387,90.4,241,285,84.6,44,71,62.0,4,2.1,1.5,18,45,17
1572,Radosław Majecki,277,376,73.7,6996,5167,55,55,100.0,148,150,98.7,73,170,42.9,0,0.0,0.0,0,1,0
1573,Lovro Majer,14,16,87.5,277,96,7,8,87.5,5,6,83.3,2,2,100.0,0,0.3,0.1,2,1,0
1574,Lovro Majer,760,1039,73.1,11960,3406,393,457,86.0,284,365,77.8,54,120,45.0,5,3.2,4.9,38,86,29
1575,Jean-Victor Makengo,244,277,88.1,3368,718,135,147,91.8,90,97,92.8,3,11,27.3,0,0.0,0.2,0,16,5
1576,Jordy Makengo,449,545,82.4,7494,2108,200,227,88.1,219,244,89.8,24,51,47.1,0,0.2,0.5,5,36,5
1577,Antoine Makoumbou,1065,1210,88.0,18657,4715,513,557,92.1,417,449,92.9,116,157,73.9,0,0.9,0.9,14,111,15
1578,Nemanja Maksimović,844,1036,81.5,12019,2217,484,557,86.9,278,338,82.2,37,62,59.7,0,1.1,1.6,20,67,7
1579,Julián Malatini,295,364,81.0,5104,1552,135,151,89.4,137,156,87.8,20,42,47.6,0,0.2,0.2,4,29,3
1580,Daniel Maldini,89,114,78.1,1463,391,50,57,87.7,25,31,80.6,12,20,60.0,1,1.2,0.6,11,7,6
1581,Daniel Maldini,61,80,76.3,965,212,30,33,90.9,22,27,81.5,5,8,62.5,0,0.0,0.2,1,5,3
1582,Youssef Maleh,790,1028,76.8,12512,4095,418,470,88.9,273,332,82.2,62,145,42.8,1,2.4,2.0,34,77,30
1583,Donyell Malen,410,546,75.1,5627,1551,262,310,84.5,109,144,75.7,18,33,54.5,1,3.0,3.4,22,21,36
1584,Ruslan Malinovskyi,573,719,79.7,10195,3368,247,283,87.3,245,273,89.7,61,113,54.0,1,0.6,0.7,11,67,11
1585,Lennard Maloney,698,942,74.1,13838,3511,234,306,76.5,348,423,82.3,96,164,58.5,1,1.1,1.3,8,58,6
1586,Aaron Malouda,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
1587,Giorgi Mamardashvili,589,1111,53.0,18905,15286,107,111,96.4,253,262,96.6,228,734,31.1,0,0.4,0.1,2,26,1
1588,David Mamutovic,7,10,70.0,96,45,4,6,66.7,3,4,75.0,0,0,,0,0.0,0.0,0,3,0
1589,Wilson Manafá,104,135,77.0,1756,547,52,57,91.2,41,52,78.8,9,18,50.0,0,0.3,0.2,1,2,3
1590,Hianga Mananga Mbock,6,7,85.7,108,29,2,2,100.0,4,5,80.0,0,0,,0,0.2,0.1,1,0,1
1591,Gianluca Mancini,1744,2011,86.7,31178,10905,723,759,95.3,872,961,90.7,135,261,51.7,1,1.1,1.1,10,141,19
1592,Marco Mancosu,39,62,62.9,615,177,21,25,84.0,11,20,55.0,5,12,41.7,0,0.2,0.4,2,4,4
1593,Steve Mandanda,885,1209,73.2,23102,15904,162,163,99.4,480,488,98.4,241,556,43.3,0,0.0,0.0,0,8,0
1594,Christos Mandas,181,269,67.3,5187,3842,33,33,100.0,82,85,96.5,66,151,43.7,0,0.0,0.0,0,3,0
1595,Reinildo Mandava,353,414,85.3,5330,2062,190,210,90.5,140,157,89.2,15,29,51.7,1,0.6,0.5,5,21,3
1596,Aïssa Mandi,671,734,91.4,13380,5393,235,257,91.4,343,355,96.6,88,108,81.5,0,0.7,0.4,2,57,4
1597,Rolando Mandragora,606,761,79.6,10908,3071,265,306,86.6,256,292,87.7,69,115,60.0,3,1.6,1.7,13,83,20
1598,Orel Mangala,570,646,88.2,9021,2312,292,321,91.0,225,247,91.1,37,47,78.7,0,0.2,0.3,6,39,1
1599,Orel Mangala,154,182,84.6,2433,634,66,77,85.7,66,72,91.7,11,17,64.7,0,0.7,0.6,7,17,2
1600,Vito Mannone,27,38,71.1,772,553,5,5,100.0,13,13,100.0,9,20,45.0,0,0.0,0.0,0,2,0
1601,Kostas Manolas,276,303,91.1,5479,1918,73,78,93.6,176,182,96.7,22,35,62.9,0,0.1,0.0,1,7,3
1602,Javier Manquillo,357,436,81.9,5551,2183,179,198,90.4,160,193,82.9,11,26,42.3,1,0.2,0.4,1,22,4
1603,Braydon Manu,24,33,72.7,353,119,14,16,87.5,9,11,81.8,1,3,33.3,0,0.1,0.0,3,4,0
1604,Benson Manuel,48,59,81.4,693,153,27,27,100.0,16,22,72.7,3,4,75.0,0,0.0,0.2,1,2,3
1605,Faitout Maouassa,58,97,59.8,926,409,27,39,69.2,24,29,82.8,5,22,22.7,1,0.5,0.4,5,4,1
1606,Faitout Maouassa,20,29,69.0,313,129,12,17,70.6,6,7,85.7,1,3,33.3,0,0.1,0.1,2,0,1
1607,Marcão,176,199,88.4,3272,1364,65,67,97.0,96,105,91.4,14,20,70.0,0,0.2,0.1,1,17,0
1608,Solly March,203,261,77.8,3145,899,118,139,84.9,62,78,79.5,17,27,63.0,1,1.0,1.0,7,10,7
1609,Riccardo Marchizza,423,558,75.8,7144,3382,187,216,86.6,197,238,82.8,31,72,43.1,4,0.8,0.8,11,28,7
1610,Gian Marco Ferrari,1073,1300,82.5,22039,9027,300,334,89.8,610,683,89.3,143,249,57.4,0,0.3,0.7,9,131,13
1611,Óscar de Marcos,1243,1566,79.4,20379,7935,634,708,89.5,477,593,80.4,103,183,56.3,5,3.1,3.4,21,131,37
1612,Alberto Marí,38,61,62.3,498,112,22,30,73.3,11,16,68.8,2,2,100.0,1,0.9,0.9,6,3,1
1613,José Mari,16,21,76.2,322,49,5,5,100.0,8,9,88.9,2,4,50.0,0,0.0,0.0,2,4,0
1614,Pablo Marí,1581,1737,91.0,33221,11252,421,451,93.3,919,957,96.0,231,310,74.5,0,0.3,0.6,4,92,3
1615,José María Giménez,562,653,86.1,11718,4822,169,188,89.9,308,333,92.5,80,116,69.0,0,0.1,0.1,2,27,0
1616,Mariano,37,53,69.8,554,127,19,26,73.1,10,14,71.4,5,8,62.5,0,0.1,0.1,2,2,1
1617,Mirko Marić,66,91,72.5,793,84,45,53,84.9,15,21,71.4,1,2,50.0,0,0.5,0.2,5,0,1
1618,Rafa Marín,846,1025,82.5,17631,7334,259,291,89.0,454,506,89.7,127,211,60.2,0,0.3,0.4,5,71,2
1619,Răzvan Marin,671,907,74.0,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3.0,2.9,33,62,13
1620,Diego Mariño,23,27,85.2,429,237,11,11,100.0,10,10,100.0,2,6,33.3,0,0.0,0.0,0,1,0
1621,Guillermo Maripán,934,1054,88.6,18953,6908,232,262,88.5,582,622,93.6,105,143,73.4,0,0.5,0.2,4,51,1
1622,Mika Màrmol,2282,2586,88.2,35639,14409,1170,1235,94.7,969,1048,92.5,96,218,44.0,1,1.0,1.1,5,147,5
1623,Omar Marmoush,407,574,70.9,6183,1361,218,273,79.9,135,180,75.0,32,56,57.1,6,4.4,4.4,40,31,21
1624,Marquinhos,50,67,74.6,768,223,30,37,81.1,18,21,85.7,2,6,33.3,0,0.7,0.7,5,2,4
1625,Marquinhos,1706,1807,94.4,31879,9264,556,573,97.0,981,1008,97.3,141,190,74.2,1,0.5,0.7,9,165,5
1626,Unai Marrero,28,45,62.2,934,792,5,6,83.3,13,13,100.0,10,26,38.5,0,0.0,0.1,0,2,0
1627,Agustín Martegani,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65.0,0,0.5,0.4,6,29,4
1628,Eric Martel,913,1126,81.1,14506,3416,421,495,85.1,422,488,86.5,38,73,52.1,1,1.1,0.8,12,83,6
1629,Roger Martí,225,344,65.4,3085,656,140,191,73.3,69,98,70.4,9,23,39.1,3,2.9,1.3,11,12,6
1630,Anthony Martial,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50.0,0,0.2,0.2,6,6,2
1631,Aarón Martín,431,619,69.6,7748,2727,195,216,90.3,169,227,74.4,54,128,42.2,1,1.7,1.7,26,26,16
1632,Iván Martín,1487,1628,91.3,22088,4489,824,873,94.4,552,592,93.2,62,76,81.6,4,3.4,3.3,29,104,17
1633,Jon Martin,5,7,71.4,125,44,1,2,50.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,0
1634,Jonas Martin,839,962,87.2,14484,3556,361,416,86.8,365,396,92.2,77,97,79.4,1,0.9,0.9,15,83,4
1635,Mario Martín,12,15,80.0,175,42,5,5,100.0,6,9,66.7,0,0,,0,0.0,0.0,0,1,0
1636,Gabriel Martinelli,724,929,77.9,11003,2008,424,490,86.5,237,292,81.2,47,85,55.3,4,6.1,5.2,46,22,33
1637,Tommaso Martinelli,,,,,,,,,,,,,,,0,,,,,
1638,Arnau Martinez,751,834,90.0,11819,3256,362,384,94.3,342,366,93.4,27,49,55.1,2,1.4,1.5,11,62,9
1639,Emiliano Martínez,1190,1436,82.9,28047,16368,248,250,99.2,715,722,99.0,223,452,49.3,0,0.0,0.0,2,21,0
